Fountain to Barrels \nFlash Compatible (JT);incendiary;436.0626;2656.972;164.03125;-4.2615743;-130.34612
B-Entrance to Banana;incendiary;825.0229;2191.2507;136.03128;-1.45198;-143.81996
Mid to Long/Short (JT);flash;230.62654;526.03125;86.892075;-2.6678374;10.036293
Barrels to Triple;molotov;479.0245;2016.9688;136.0312;-37.533752;123.27655
Ramp to Banana (JT);flash;-374.28186;761.4591;-2.552368;-26.345846;42.690376
Trash to Top Mid (JT);smoke;-935.5831;584.386;-29.709839;-12.38111;-1.3979641
CT to B-Entrance;smoke;1022.4425;2779.937;130.15228;1.753881;-133.52533
Trash to CT (JT);smoke;-858.96875;450.63867;-26.09552;-38.974686;51.95778
Upper 1st to Wall;smoke;518.9549;2508.6099;279.03125;-59.852024;-99.7734
Sandbags to Dark (JT);molotov;662.9546;1880.0312;170.03125;4.838871;114.62516
Banana to B-Entrance (JT);flash;289.99744;1564.2627;125.635574;3.8611486;57.135414
Connector to Moto (JT);smoke;729.0303;188.05424;90.88769;-55.90246;19.141724
Top Mid to Patio/Roof (JT);smoke;1135.4115;587.9371;115.0795;-8.06666;-31.702232
Banana to CT;smoke;289.99744;1564.2627;125.635574;-28.896843;63.845448
Arch to Mid;flash;1778.0295;1237.8264;169.53125;-27.878445;-133.81349
Fountain to Wall (JT);smoke;436.04425;2656.9688;164.03125;-7.5141087;-120.719955
Long to Balcony;smoke;1999.646;1235.9684;176.54512;-36.20316;-92.432655
Close to Mid (JT);flash;1278.0352;802.96875;142.21713;-14.471665;-39.76849
CT to B-Default \nFlash Compatible (JT);molotov;1441.9688;2983.9705;128.03201;-14.503795;-176.39769
Coffin to A-Entrance (JT);flash;539.96875;3334.7305;167.03125;6.89575;-86.340294
Barrels to Coffin (JT);smoke;479.02527;2016.9688;136.0312;-43.098003;86.10397
Apps to Pit;molotov;1563.4078;-377.96875;256.03125;-0.157593;23.25943
Second Mid to Winery (JT);smoke;534.9723;-264.96912;89.03125;-34.442085;36.15171
Ex-Logs to B-Entrance \nHE Compatible;molotov;1.38673;1420.6931;106.3125;-16.794956;46.587452
Trash to Banana (JT);flash;-675.50446;443.50287;1.03125;-12.133999;44.88993
CT Instant 3 to Mid (JT);smoke;2492.7026;2090.0522;132.53398;-29.323547;-140.14743
CT to Triple \nHE Compatible;incendiary;1311.9688;2648.0315;136.39482;-17.427723;-178.58972
Apps to A-Entrance;flash;1563.4078;-377.96875;256.03125;-25.665468;-28.090717
Long to A-Backsite \nMolotov Compatible;he;1946.0278;1235.9688;174.23312;-27.005486;-87.23326
Banana to Barrels \nMolotov Compatible;he;111.997536;1005.0613;83.15625;-11.083496;76.85968
Wall to B-Entrance \nSmoke/HE Compatible;flash;457.26855;1833.3126;136.03122;-23.503223;61.745354
Upper 1st to Barrel;incendiary;518.9549;2508.6099;279.03125;-13.322032;-144.41145
CT to Mid (JT);smoke;2154.0312;1914.9686;140.84143;-40.5946;-140.2088
Wall to Coffin (JT);smoke;430.33032;1773.8607;226.03125;2.315489;88.07838
Triple to B-Entrance;smoke;59.47157;2566.315;161.03125;-18.260986;-12.260406
Moto to Balcony;incendiary;2272.3254;606.52765;146.52202;-17.907944;-113.33944
Second Mid to Short (JT);smoke;534.9723;-264.96912;89.03125;-5.32017;58.433666
Mid to Long (JT);smoke;256.03156;435.69543;92.03125;-18.391945;31.49445
Short to Pit;molotov;1322.0347;219.84311;138.03125;-10.723809;-22.527565
Short to Mini-Pit (JT);molotov;1753.2091;-89.97125;142.03125;8.373202;55.4565
B-Default to CT;smoke;542.6012;3005.9546;161.20079;-36.465816;-38.76298
CT Instant 5 to Mid (JT);smoke;2397.0;2079.0222;132.76845;-27.010574;-140.13232
Long to Mini-Pit (JT);incendiary;1915.0253;1235.9435;219.08807;10.599628;-81.44645
Squeaky to Arch (JT);smoke;263.0368;-293.94806;99.03125;-19.055439;45.581024
B-Entrance to Banana (JT);incendiary;863.96875;2444.562;140.0843;6.841915;-123.4476
Connector to Patio/Roof (WJT);smoke;729.03125;96.2475;89.29566;-22.474243;53.18138
Mid to Coffin (JT);smoke;45.030968;438.03162;82.03125;-28.168808;80.57521
CT Instant 6 to Mid (JT);smoke;2292.4072;2027.7329;135.95584;-28.05188;-139.45187
Close to Moto (JT);smoke;1278.1339;802.9647;142.21614;-56.918453;11.918206
Top Mid to Patio;molotov;1135.4115;587.9371;115.0795;-16.954636;-44.898514
Connector to Short (WJT);smoke;729.0303;188.05424;90.88769;3.145523;46.39972
Ex-Boiler to Balcony \nFlash Compatible;molotov;1290.472;307.02887;129.53125;-30.637259;-37.01441
Apps to Balcony;smoke;1607.7441;-274.53125;256.03125;-9.255646;-47.03488
Apps to Ex-Boiler \nMolotov Compatible;he;1262.9691;-688.9355;128.03125;-13.69718;92.46879
Wall to Dark/Pillar (JT);molotov;430.33493;1773.8555;226.03125;10.78973;107.072685
Connector to Long (JT);smoke;729.03125;216.74582;91.38523;-5.521943;40.752037
Short to A-Entrance;flash;1322.0347;219.84311;138.03125;-7.7684836;-22.120571
CT to Top Mid (JT);smoke;2553.199;2399.9724;127.88625;-19.655397;-116.27744
Sandwich to B-Entrance;flash;498.96866;2439.0317;167.03125;-16.09291;156.02542
Barrels to Upper 2nd \nSmoke/HE Compatible;molotov;479.017;2016.9373;136.0312;-35.84035;132.41718
Top Mid to Moto;smoke;1104.6714;447.03125;106.704216;-38.04634;14.835327
Banana to Sandbags/Trash \nHE Compatible;molotov;67.11074;1207.2793;94.57361;-12.771942;57.38228
Connector to Arch (JT);smoke;729.0303;188.05424;90.88769;-1.847931;44.571304
Balcony to Mini-Pit;molotov;1906.9688;-172.03406;260.03125;-34.944828;-26.304726
CT to Banana (JT);flash;1022.4425;2779.937;130.15228;-4.813888;-138.0687
