Lower Ramp to B-Entrance \nFlash Compatible;smoke;530.03125;124.72212;-629.70197;-1.4018663;-115.94561
Heaven to A-Site;flash;1259.9688;-316.0327;-127.96875;-23.111801;-13.293457
Trophy to Upper/Lower Ramp;flash;98.84493;-292.02808;-415.96875;-5.372314;60.56694
Blue to Outside (WJT);flash;1473.0128;-1182.1967;-415.96875;6.582285;-139.90535
Windows to Lower Ramp 1st \n All Utilities Compatible;molotov;1407.9972;-623.9358;-639.96875;-5.600645;153.92928
T to Heaven (WJT);flash;-703.51355;-773.55865;-415.96875;-20.81211;5.296813
Heaven to Hut;smoke;1259.9688;-316.03052;-127.96875;-3.339604;-150.2575
T to Vent (JT);smoke;-891.9686;-927.03125;-415.96875;-14.095149;-11.519177
Heaven to Hut \nAll Utilities Compatible;flash;974.96875;-280.03125;-127.96875;11.586934;-132.80495
Truck to Secret 2nd (JT);smoke;-1068.4368;-1142.9692;-415.96875;-50.74818;-27.866543
Main to Silo \nMolotov Compatible;he;1040.2953;-1550.0848;-407.96875;-37.141895;179.474
Roof to A-Default (JT);smoke;164.24048;-666.29944;-55.135437;6.236061;-1.413081
A-Site to Squeaky;smoke;850.03217;-690.3055;-399.96826;-13.987437;-119.37452
T to Main Diagonal (JT);smoke;-732.88385;-1322.1418;-407.96875;-18.129034;-11.328267
Roof to Top Hut;molotov;10.830379;-935.51263;-21.96875;-9.315033;-35.69458
Heaven to Squeaky;smoke;1007.1993;-457.9724;-127.96875;-3.443176;-121.37421
Heaven to Squeaky \nMolotov/HE Semi-Compatible;flash;1059.9894;-316.03027;-127.96875;2.848127;-120.05822
Hut to A-Site;flash;160.03125;-1119.9696;-415.96875;-3.538581;28.77776
Lower Ramp to Double Doors \n All Utilities Compatible;molotov;639.0532;-97.03125;-639.96875;2.315527;-42.40259
Outside to Back-Garage (JT);molotov;176.96875;-1940.0314;-415.96875;4.537781;14.732314
T to Garage Diagonal (JT);smoke;-732.88385;-1322.1418;-407.96875;-19.36108;-17.818274
Ninja to Squeaky;flash;927.96875;-1471.9688;-415.96875;-33.82179;161.3515
T to Heaven (Outside) (JT);smoke;-732.88385;-1322.1418;-407.96875;-24.809683;23.083391
Hut to Heaven \nMolotov Compatible;smoke;359.48462;-921.104;-391.96875;-25.458374;35.358677
Dark to Decon;smoke;943.96796;-272.03125;-767.96875;-9.94743;-120.95704
Outside to Garage (Diagonal);smoke;-241.23462;-2015.619;-415.96875;-11.498953;-0.863582
Heaven to Hut \nAll Utilities Compatible;incendiary;1059.9894;-316.03027;-127.96875;7.618157;-139.28987
Upper Ramp to Trophy;flash;567.4037;43.504818;-415.96875;-5.108954;169.55988
Admin/Upper Ramp to Thropy\n Incendiary Compatible;smoke;1028.2422;32.046177;-415.96875;-5.399368;173.33545
Mini to A-Site;flash;854.45746;-1629.5315;-415.46875;1.254018;160.24466
Lower Ramp to B-Plantsite \nHE Compatible;molotov;475.05032;5.03125;-639.96875;2.702842;-96.96351
T to Garage (Diagonal) (JT);smoke;-1350.2457;-1036.2303;-415.96875;-26.90966;-22.633091
Trophy to Upper Ramp;smoke;251.96875;-352.55;-415.96875;-13.083052;133.5934
Outside to Garage;smoke;-241.23462;-2015.619;-415.96875;-25.099478;3.637055
Truck to Heaven (JT);smoke;-1180.0323;-1263.9688;-319.96875;-14.234128;23.1192
Roof to Top Hut/Tetris (WJT);molotov;-507.78333;-1177.6035;-154.96875;2.025186;2.656367
Mini-Blue to Secret \nHE Compatible;incendiary;1075.1637;-1296.9685;-407.96875;-12.457923;-85.252075
A-Backsite to Heaven;smoke;702.8204;-629.032;-399.96863;-32.08199;56.56222
Lobby to Ramp (Upper) \nHE Compatible;flash;-255.93634;-768.7948;-413.96875;-10.451075;53.909714
B-Backsite to B-Site;flash;640.8163;-1256.0299;-768.84375;-76.95604;90.38878
T to Vent (JT);smoke;-1014.0313;-876.0304;-415.96875;-18.876572;-12.406998
Mini to Tetris;he;720.6347;-1622.5908;-415.96875;-3.057861;91.03312
T to Main Upper (JT);smoke;-1637.4064;-1273.9716;-407.96875;-34.584015;-9.294104
Heaven to Blue Box;incendiary;1259.9688;-316.0327;-127.96875;8.574368;-176.44052
